absolver|absuelvo|absuelves|absuelve|absolvemos|absolvéis|absuelven|absolvía|absolvías|absolvía|absolvíamos|absolvíais|absolvían|absolví|absolviste|absolvió|absolvimos|absolvisteis|absolvieron|absolveré|absolverás|absolverá|absolveremos|absolveréis|absolverán|absuelva|absuelvas|absuelva|absolvamos|absolváis|absuelvan|absolviere|absolvieres|absolviere|absolviéremos|absolviereis|absolvieren|absolviera|absolvieras|absolviera|absolviéramos|absolvierais|absolvieran|absolviese|absolvieses|absolviese|absolviésemos|absolvieseis|absolviesen|absolvería|absolverías|absolvería|absolveríamos|absolveríais|absolverían
abstenerse|abstengote|abstienesse|abstiene|abstenemosos|abstenéisse|abstienen|absteníate|absteníasse|abstenía|absteníamosos|absteníaisse|abstenían|abstuvete|abstuvistese|abstuvo|abstuvimosos|abstuvisteisse|abstuvieron|abstendréte|abstendrásse|abstendrá|abstendremosos|abstendréisse|abstendrán|abstengate|abstengasse|abstenga|abstengamosos|abstengáisse|abstengan|abstuvierete|abstuvieresse|abstuviere|abstuviéremosos|abstuviereisse|abstuvieren|abstuvierate|abstuvierasse|abstuviera|abstuviéramosos|abstuvieraisse|abstuvieran|abstuviesete|abstuviesesse|abstuviese|abstuviésemosos|abstuvieseisse|abstuviesen|abstendríate|abstendríasse|abstendría|abstendríamosos|abstendríaisse|abstendrían
abstraer|abstraigo|abstraes|abstrae|abstraemos|abstraéis|abstraen|abstraía|abstraías|abstraía|abstraíamos|abstraíais|abstraían|abstraje|abstrajiste|abstrajo|abstrajimos|abstrajisteis|abstrajeron|abstraeré|abstraerás|abstraerá|abstraeremos|abstraeréis|abstraerán|abstraiga|abstraigas|abstraiga|abstraigamos|abstraigáis|abstraigan|abstrajere|abstrajeres|abstrajere|abstrajéremos|abstrajereis|abstrajeren|abstrajera|abstrajeras|abstrajera|abstrajéramos|abstrajerais|abstrajeran|abstrajese|abstrajeses|abstrajese|abstrajésemos|abstrajeseis|abstrajesen|abstraería|abstraerías|abstraería|abstraeríamos|abstraeríais|abstraerían
acertar|acierto|aciertas|acierta|acertamos|acertáis|aciertan|acertaba|acertabas|acertaba|acertábamos|acertabais|acertaban|acerté|acertaste|acertó|acertamos|acertasteis|acertaron|acertaré|acertarás|acertará|acertaremos|acertaréis|acertarán|acierte|aciertes|acierte|acertemos|acertéis|acierten|acertare|acertares|acertare|acertáremos|acertareis|acertaren|acertara|acertaras|acertara|acertáramos|acertarais|acertaran|acertase|acertases|acertase|acertásemos|acertaseis|acertasen|acertaría|acertarías|acertaría|acertaríamos|acertaríais|acertarían
acordar|acuerdo|acuerdas|acuerda|acordamos|acordáis|acuerdan|acordaba|acordabas|acordaba|acordábamos|acordabais|acordaban|acordé|acordaste|acordó|acordamos|acordasteis|acordaron|acordaré|acordarás|acordará|acordaremos|acordaréis|acordarán|acuerde|acuerdes|acuerde|acordemos|acordéis|acuerden|acordare|acordares|acordare|acordáremos|acordareis|acordaren|acordara|acordaras|acordara|acordáramos|acordarais|acordaran|acordase|acordases|acordase|acordásemos|acordaseis|acordasen|acordaría|acordarías|acordaría|acordaríamos|acordaríais|acordarían
acostar|acuesto|acuestas|acuesta|acostamos|acostáis|acuestan|acostaba|acostabas|acostaba|acostábamos|acostabais|acostaban|acosté|acostaste|acostó|acostamos|acostasteis|acostaron|acostaré|acostarás|acostará|acostaremos|acostaréis|acostarán|acueste|acuestes|acueste|acostemos|acostéis|acuesten|acostare|acostares|acostare|acostáremos|acostareis|acostaren|acostara|acostaras|acostara|acostáramos|acostarais|acostaran|acostase|acostases|acostase|acostásemos|acostaseis|acostasen|acostaría|acostarías|acostaría|acostaríamos|acostaríais|acostarían
acostarse|acuestote|acuestasse|acuesta|acostamosos|acostáisse|acuestan|acostabate|acostabasse|acostaba|acostábamosos|acostabaisse|acostaban|acostéte|acostastese|acostó|acostamosos|acostasteisse|acostaron|acostaréte|acostarásse|acostará|acostaremosos|acostaréisse|acostarán|acuestete|acuestesse|acueste|acostemosos|acostéisse|acuesten|acostarete|acostaresse|acostare|acostáremosos|acostareisse|acostaren|acostarate|acostarasse|acostara|acostáramosos|acostaraisse|acostaran|acostasete|acostasesse|acostase|acostásemosos|acostaseisse|acostasen|acostaríate|acostaríasse|acostaría|acostaríamosos|acostaríaisse|acostarían
adherir|adhiero|adhieres|adhiere|adherimos|adherís|adhieren|adhería|adherías|adhería|adheríamos|adheríais|adherían|adherí|adheriste|adhirió|adherimos|adheristeis|adhirieron|adheriré|adherirás|adherirá|adheriremos|adheriréis|adherirán|adhiera|adhieras|adhiera|adhiramos|adhiráis|adhieran|adhiriere|adhirieres|adhiriere|adhiriéremos|adhiriereis|adhirieren|adhiriera|adhirieras|adhiriera|adhiriéramos|adhirierais|adhirieran|adhiriese|adhirieses|adhiriese|adhiriésemos|adhirieseis|adhiriesen|adheriría|adherirías|adheriría|adheriríamos|adheriríais|adherirían
adormecer|adormezco|adormeces|adormece|adormecemos|adormecéis|adormecen|adormecía|adormecías|adormecía|adormecíamos|adormecíais|adormecían|adormecí|adormeciste|adormeció|adormecimos|adormecisteis|adormecieron|adormeceré|adormecerás|adormecerá|adormeceremos|adormeceréis|adormecerán|adormezca|adormezcas|adormezca|adormezcamos|adormezcáis|adormezcan|adormeciere|adormecieres|adormeciere|adormeciéremos|adormeciereis|adormecieren|adormeciera|adormecieras|adormeciera|adormeciéramos|adormecierais|adormecieran|adormeciese|adormecieses|adormeciese|adormeciésemos|adormecieseis|adormeciesen|adormecería|adormecerías|adormecería|adormeceríamos|adormeceríais|adormecerían
adquirir|adquiero|adquieres|adquiere|adquirimos|adquirís|adquieren|adquiría|adquirías|adquiría|adquiríamos|adquiríais|adquirían|adquirí|adquiriste|adquirió|adquirimos|adquiristeis|adquirieron|adquiriré|adquirirás|adquirirá|adquiriremos|adquiriréis|adquirirán|adquiera|adquieras|adquiera|adquiramos|adquiráis|adquieran|adquiriere|adquirieres|adquiriere|adquiriéremos|adquiriereis|adquirieren|adquiriera|adquirieras|adquiriera|adquiriéramos|adquirierais|adquirieran|adquiriese|adquirieses|adquiriese|adquiriésemos|adquirieseis|adquiriesen|adquiriría|adquirirías|adquiriría|adquiriríamos|adquiriríais|adquirirían
aducir|aduzco|aduces|aduce|aducimos|aducís|aducen|aducía|aducías|aducía|aducíamos|aducíais|aducían|aduje|adujiste|adujo|adujimos|adujisteis|adujeron|aduciré|aducirás|aducirá|aduciremos|aduciréis|aducirán|aduzca|aduzcas|aduzca|aduzcamos|aduzcáis|aduzcan|adujere|adujeres|adujere|adujéremos|adujereis|adujeren|adujera|adujeras|adujera|adujéramos|adujerais|adujeran|adujese|adujeses|adujese|adujésemos|adujeseis|adujesen|aduciría|aducirías|aduciría|aduciríamos|aduciríais|aducirían
advertir|advierto|adviertes|advierte|advertimos|advertís|advierten|advertía|advertías|advertía|advertíamos|advertíais|advertían|advertí|advertiste|advirtió|advertimos|advertisteis|advirtieron|advertiré|advertirás|advertirá|advertiremos|advertiréis|advertirán|advierta|adviertas|advierta|advirtamos|advirtáis|adviertan|advirtiere|advirtieres|advirtiere|advirtiéremos|advirtiereis|advirtieren|advirtiera|advirtieras|advirtiera|advirtiéramos|advirtierais|advirtieran|advirtiese|advirtieses|advirtiese|advirtiésemos|advirtieseis|advirtiesen|advertiría|advertirías|advertiría|advertiríamos|advertiríais|advertirían
agorar|agüero|agüeras|agüera|agoramos|agoráis|agüeran|agoraba|agorabas|agoraba|agorábamos|agorabais|agoraban|agoré|agoraste|agoró|agoramos|agorasteis|agoraron|agoraré|agorarás|agorará|agoraremos|agoraréis|agorarán|agüere|agüeres|agüere|agoremos|agoréis|agüeren|agorare|agorares|agorare|agoráremos|agorareis|agoraren|agorara|agoraras|agorara|agoráramos|agorarais|agoraran|agorase|agorases|agorase|agorásemos|agoraseis|agorasen|agoraría|agorarías|agoraría|agoraríamos|agoraríais|agorarían
agradecer|agradezco|agradeces|agradece|agradecemos|agradecéis|agradecen|agradecía|agradecías|agradecía|agradecíamos|agradecíais|agradecían|agradecí|agradeciste|agradeció|agradecimos|agradecisteis|agradecieron|agradeceré|agradecerás|agradecerá|agradeceremos|agradeceréis|agradecerán|agradezca|agradezcas|agradezca|agradezcamos|agradezcáis|agradezcan|agradeciere|agradecieres|agradeciere|agradeciéremos|agradeciereis|agradecieren|agradeciera|agradecieras|agradeciera|agradeciéramos|agradecierais|agradecieran|agradeciese|agradecieses|agradeciese|agradeciésemos|agradecieseis|agradeciesen|agradecería|agradecerías|agradecería|agradeceríamos|agradeceríais|agradecerían
alentar|aliento|alientas|alienta|alentamos|alentáis|alientan|alentaba|alentabas|alentaba|alentábamos|alentabais|alentaban|alenté|alentaste|alentó|alentamos|alentasteis|alentaron|alentaré|alentarás|alentará|alentaremos|alentaréis|alentarán|aliente|alientes|aliente|alentemos|alentéis|alienten|alentare|alentares|alentare|alentáremos|alentareis|alentaren|alentara|alentaras|alentara|alentáramos|alentarais|alentaran|alentase|alentases|alentase|alentásemos|alentaseis|alentasen|alentaría|alentarías|alentaría|alentaríamos|alentaríais|alentarían
almorzar|almuerzo|almuerzas|almuerza|almorzamos|almorzáis|almuerzan|almorzaba|almorzabas|almorzaba|almorzábamos|almorzabais|almorzaban|almorcé|almorzaste|almorzó|almorzamos|almorzasteis|almorzaron|almorzaré|almorzarás|almorzará|almorzaremos|almorzaréis|almorzarán|almuerce|almuerces|almuerce|almorcemos|almorcéis|almuercen|almorzare|almorzares|almorzare|almorzáremos|almorzareis|almorzaren|almorzara|almorzaras|almorzara|almorzáramos|almorzarais|almorzaran|almorzase|almorzases|almorzase|almorzásemos|almorzaseis|almorzasen|almorzaría|almorzarías|almorzaría|almorzaríamos|almorzaríais|almorzarían
amoblar|amueblo|amueblas|amuebla|amoblamos|amobláis|amueblan|amoblaba|amoblabas|amoblaba|amoblábamos|amoblabais|amoblaban|amoblé|amoblaste|amobló|amoblamos|amoblasteis|amoblaron|amoblaré|amoblarás|amoblará|amoblaremos|amoblaréis|amoblarán|amueble|amuebles|amueble|amoblemos|amobléis|amueblen|amoblare|amoblares|amoblare|amobláremos|amoblareis|amoblaren|amoblara|amoblaras|amoblara|amobláramos|amoblarais|amoblaran|amoblase|amoblases|amoblase|amoblásemos|amoblaseis|amoblasen|amoblaría|amoblarías|amoblaría|amoblaríamos|amoblaríais|amoblarían
andar|ando|andas|anda|andamos|andáis|andan|andaba|andabas|andaba|andábamos|andabais|andaban|anduve|anduviste|anduvo|anduvimos|anduvisteis|anduvieron|andaré|andarás|andará|andaremos|andaréis|andarán|ande|andes|ande|andemos|andéis|anden|anduviere|anduvieres|anduviere|anduviéremos|anduviereis|anduvieren|anduviera|anduvieras|anduviera|anduviéramos|anduvierais|anduvieran|anduviese|anduvieses|anduviese|anduviésemos|anduvieseis|anduviesen|andaría|andarías|andaría|andaríamos|andaríais|andarían
apacentar|apaciento|apacientas|apacienta|apacentamos|apacentáis|apacientan|apacentaba|apacentabas|apacentaba|apacentábamos|apacentabais|apacentaban|apacenté|apacentaste|apacentó|apacentamos|apacentasteis|apacentaron|apacentaré|apacentarás|apacentará|apacentaremos|apacentaréis|apacentarán|apaciente|apacientes|apaciente|apacentemos|apacentéis|apacienten|apacentare|apacentares|apacentare|apacentáremos|apacentareis|apacentaren|apacentara|apacentaras|apacentara|apacentáramos|apacentarais|apacentaran|apacentase|apacentases|apacentase|apacentásemos|apacentaseis|apacentasen|apacentaría|apacentarías|apacentaría|apacentaríamos|apacentaríais|apacentarían
aparecer|aparezco|apareces|aparece|aparecemos|aparecéis|aparecen|aparecía|aparecías|aparecía|aparecíamos|aparecíais|aparecían|aparecí|apareciste|apareció|aparecimos|aparecisteis|aparecieron|apareceré|aparecerás|aparecerá|apareceremos|apareceréis|aparecerán|aparezca|aparezcas|aparezca|aparezcamos|aparezcáis|aparezcan|apareciere|aparecieres|apareciere|apareciéremos|apareciereis|aparecieren|apareciera|aparecieras|apareciera|apareciéramos|aparecierais|aparecieran|apareciese|aparecieses|apareciese|apareciésemos|aparecieseis|apareciesen|aparecería|aparecerías|aparecería|apareceríamos|apareceríais|aparecerían
apetecer|apetezco|apeteces|apetece|apetecemos|apetecéis|apetecen|apetecía|apetecías|apetecía|apetecíamos|apetecíais|apetecían|apetecí|apeteciste|apeteció|apetecimos|apetecisteis|apetecieron|apeteceré|apetecerás|apetecerá|apeteceremos|apeteceréis|apetecerán|apetezca|apetezcas|apetezca|apetezcamos|apetezcáis|apetezcan|apeteciere|apetecieres|apeteciere|apeteciéremos|apeteciereis|apetecieren|apeteciera|apetecieras|apeteciera|apeteciéramos|apetecierais|apetecieran|apeteciese|apetecieses|apeteciese|apeteciésemos|apetecieseis|apeteciesen|apetecería|apetecerías|apetecería|apeteceríamos|apeteceríais|apetecerían
apostar|apuesto|apuestas|apuesta|apostamos|apostáis|apuestan|apostaba|apostabas|apostaba|apostábamos|apostabais|apostaban|aposté|apostaste|apostó|apostamos|apostasteis|apostaron|apostaré|apostarás|apostará|apostaremos|apostaréis|apostarán|apueste|apuestes|apueste|apostemos|apostéis|apuesten|apostare|apostares|apostare|apostáremos|apostareis|apostaren|apostara|apostaras|apostara|apostáramos|apostarais|apostaran|apostase|apostases|apostase|apostásemos|apostaseis|apostasen|apostaría|apostarías|apostaría|apostaríamos|apostaríais|apostarían
apretar|aprieto|aprietas|aprieta|apretamos|apretáis|aprietan|apretaba|apretabas|apretaba|apretábamos|apretabais|apretaban|apreté|apretaste|apretó|apretamos|apretasteis|apretaron|apretaré|apretarás|apretará|apretaremos|apretaréis|apretarán|apriete|aprietes|apriete|apretemos|apretéis|aprieten|apretare|apretares|apretare|apretáremos|apretareis|apretaren|apretara|apretaras|apretara|apretáramos|apretarais|apretaran|apretase|apretases|apretase|apretásemos|apretaseis|apretasen|apretaría|apretarías|apretaría|apretaríamos|apretaríais|apretarían
aprobar|apruebo|apruebas|aprueba|aprobamos|aprobáis|aprueban|aprobaba|aprobabas|aprobaba|aprobábamos|aprobabais|aprobaban|aprobé|aprobaste|aprobó|aprobamos|aprobasteis|aprobaron|aprobaré|aprobarás|aprobará|aprobaremos|aprobaréis|aprobarán|apruebe|apruebes|apruebe|aprobemos|aprobéis|aprueben|aprobare|aprobares|aprobare|aprobáremos|aprobareis|aprobaren|aprobara|aprobaras|aprobara|aprobáramos|aprobarais|aprobaran|aprobase|aprobases|aprobase|aprobásemos|aprobaseis|aprobasen|aprobaría|aprobarías|aprobaría|aprobaríamos|aprobaríais|aprobarían
arrendar|arriendo|arriendas|arrienda|arrendamos|arrendáis|arriendan|arrendaba|arrendabas|arrendaba|arrendábamos|arrendabais|arrendaban|arrendé|arrendaste|arrendó|arrendamos|arrendasteis|arrendaron|arrendaré|arrendarás|arrendará|arrendaremos|arrendaréis|arrendarán|arriende|arriendes|arriende|arrendemos|arrendéis|arrienden|arrendare|arrendares|arrendare|arrendáremos|arrendareis|arrendaren|arrendara|arrendaras|arrendara|arrendáramos|arrendarais|arrendaran|arrendase|arrendases|arrendase|arrendásemos|arrendaseis|arrendasen|arrendaría|arrendarías|arrendaría|arrendaríamos|arrendaríais|arrendarían
ascender|asciendo|asciendes|asciende|ascendemos|ascendéis|ascienden|ascendía|ascendías|ascendía|ascendíamos|ascendíais|ascendían|ascendí|ascendiste|ascendió|ascendimos|ascendisteis|ascendieron|ascenderé|ascenderás|ascenderá|ascenderemos|ascenderéis|ascenderán|ascienda|asciendas|ascienda|ascendamos|ascendáis|asciendan|ascendiere|ascendieres|ascendiere|ascendiéremos|ascendiereis|ascendieren|ascendiera|ascendieras|ascendiera|ascendiéramos|ascendierais|ascendieran|ascendiese|ascendieses|ascendiese|ascendiésemos|ascendieseis|ascendiesen|ascendería|ascenderías|ascendería|ascenderíamos|ascenderíais|ascenderían
asentir|asiento|asientes|asiente|asentimos|asentís|asienten|asentía|asentías|asentía|asentíamos|asentíais|asentían|asentí|asentiste|asintió|asentimos|asentisteis|asintieron|asentiré|asentirás|asentirá|asentiremos|asentiréis|asentirán|asienta|asientas|asienta|asintamos|asintáis|asientan|asintiere|asintieres|asintiere|asintiéremos|asintiereis|asintieren|asintiera|asintieras|asintiera|asintiéramos|asintierais|asintieran|asintiese|asintieses|asintiese|asintiésemos|asintieseis|asintiesen|asentiría|asentirías|asentiría|asentiríamos|asentiríais|asentirían
asir|asgo|ases|ase|asimos|asís|asen|asía|asías|asía|asíamos|asíais|asían|así|asiste|asió|asimos|asisteis|asieron|asiré|asirás|asirá|asiremos|asiréis|asirán|asga|asgas|asga|asgamos|asgáis|asgan|asiere|asieres|asiere|asiéremos|asiereis|asieren|asiera|asieras|asiera|asiéramos|asierais|asieran|asiese|asieses|asiese|asiésemos|asieseis|asiesen|asiría|asirías|asiría|asiríamos|asiríais|asirían
atender|atiendo|atiendes|atiende|atendemos|atendéis|atienden|atendía|atendías|atendía|atendíamos|atendíais|atendían|atendí|atendiste|atendió|atendimos|atendisteis|atendieron|atenderé|atenderás|atenderá|atenderemos|atenderéis|atenderán|atienda|atiendas|atienda|atendamos|atendáis|atiendan|atendiere|atendieres|atendiere|atendiéremos|atendiereis|atendieren|atendiera|atendieras|atendiera|atendiéramos|atendierais|atendieran|atendiese|atendieses|atendiese|atendiésemos|atendieseis|atendiesen|atendería|atenderías|atendería|atenderíamos|atenderíais|atenderían
bendecir|bendigo|bendices|bendice|bendecimos|bendecís|bendicen|bendecía|bendecías|bendecía|bendecíamos|bendecíais|bendecían|bendije|bendijiste|bendijo|bendijimos|bendijisteis|bendijeron|bendeciré|bendecirás|bendecirá|bendeciremos|bendeciréis|bendecirán|bendiga|bendigas|bendiga|bendigamos|bendigáis|bendigan|bendijere|bendijeres|bendijere|bendijéremos|bendijereis|bendijeren|bendijera|bendijeras|bendijera|bendijéramos|bendijerais|bendijeran|bendijese|bendijeses|bendijese|bendijésemos|bendijeseis|bendijesen|bendeciría|bendecirías|bendeciría|bendeciríamos|bendeciríais|bendecirían
caber|quepo|cabes|cabe|cabemos|cabéis|caben|cabía|cabías|cabía|cabíamos|cabíais|cabían|cupe|cupiste|cupo|cupimos|cupisteis|cupieron|cabré|cabrás|cabrá|cabremos|cabréis|cabrán|quepa|quepas|quepa|quepamos|quepáis|quepan|cupiere|cupieres|cupiere|cupiéremos|cupiereis|cupieren|cupiera|cupieras|cupiera|cupiéramos|cupierais|cupieran|cupiese|cupieses|cupiese|cupiésemos|cupieseis|cupiesen|cabría|cabrías|cabría|cabríamos|cabríais|cabrían
caer|caigo|caes|cae|caemos|caéis|caen|caía|caías|caía|caíamos|caíais|caían|caí|caíste|cayó|caímos|caísteis|cayeron|caeré|caerás|caerá|caeremos|caeréis|caerán|caiga|caigas|caiga|caigamos|caigáis|caigan|cayere|cayeres|cayere|cayéremos|cayereis|cayeren|cayera|cayeras|cayera|cayéramos|cayerais|cayeran|cayese|cayeses|cayese|cayésemos|cayeseis|cayesen|caería|caerías|caería|caeríamos|caeríais|caerían
calentar|caliento|calientas|calienta|calentamos|calentáis|calientan|calentaba|calentabas|calentaba|calentábamos|calentabais|calentaban|calenté|calentaste|calentó|calentamos|calentasteis|calentaron|calentaré|calentarás|calentará|calentaremos|calentaréis|calentarán|caliente|calientes|caliente|calentemos|calentéis|calienten|calentare|calentares|calentare|calentáremos|calentareis|calentaren|calentara|calentaras|calentara|calentáramos|calentarais|calentaran|calentase|calentases|calentase|calentásemos|calentaseis|calentasen|calentaría|calentarías|calentaría|calentaríamos|calentaríais|calentarían
carecer|carezco|careces|carece|carecemos|carecéis|carecen|carecía|carecías|carecía|carecíamos|carecíais|carecían|carecí|careciste|careció|carecimos|carecisteis|carecieron|careceré|carecerás|carecerá|careceremos|careceréis|carecerán|carezca|carezcas|carezca|carezcamos|carezcáis|carezcan|careciere|carecieres|careciere|careciéremos|careciereis|carecieren|careciera|carecieras|careciera|careciéramos|carecierais|carecieran|careciese|carecieses|careciese|careciésemos|carecieseis|careciesen|carecería|carecerías|carecería|careceríamos|careceríais|carecerían
cegar|ciego|ciegas|ciega|cegamos|cegáis|ciegan|cegaba|cegabas|cegaba|cegábamos|cegabais|cegaban|cegué|cegaste|cegó|cegamos|cegasteis|cegaron|cegaré|cegarás|cegará|cegaremos|cegaréis|cegarán|ciegue|ciegues|ciegue|ceguemos|ceguéis|cieguen|cegare|cegares|cegare|cegáremos|cegareis|cegaren|cegara|cegaras|cegara|cegáramos|cegarais|cegaran|cegase|cegases|cegase|cegásemos|cegaseis|cegasen|cegaría|cegarías|cegaría|cegaríamos|cegaríais|cegarían
ceñir|ciño|ciñes|ciñe|ceñimos|ceñís|ciñen|ceñía|ceñías|ceñía|ceñíamos|ceñíais|ceñían|ceñí|ceñiste|ciñó|ceñimos|ceñisteis|ciñeron|ceñiré|ceñirás|ceñirá|ceñiremos|ceñiréis|ceñirán|ciña|ciñas|ciña|ciñamos|ciñáis|ciñan|ciñere|ciñeres|ciñere|ciñéremos|ciñereis|ciñeren|ciñera|ciñeras|ciñera|ciñéramos|ciñerais|ciñeran|ciñese|ciñeses|ciñese|ciñésemos|ciñeseis|ciñesen|ceñiría|ceñirías|ceñiría|ceñiríamos|ceñiríais|ceñirían
cerner|cierno|ciernes|cierne|cernemos|cernéis|ciernen|cernía|cernías|cernía|cerníamos|cerníais|cernían|cerní|cerniste|cernió|cernimos|cernisteis|cernieron|cerneré|cernerás|cernerá|cerneremos|cerneréis|cernerán|cierna|ciernas|cierna|cernamos|cernáis|ciernan|cerniere|cernieres|cerniere|cerniéremos|cerniereis|cernieren|cerniera|cernieras|cerniera|cerniéramos|cernierais|cernieran|cerniese|cernieses|cerniese|cerniésemos|cernieseis|cerniesen|cernería|cernerías|cernería|cerneríamos|cerneríais|cernerían
